,address,Total,First Ticket Date,Last Ticket Date,Days,Daily Avg,Lat,Lng,zipcode,Traffic Loc Found,Radius,Traffic Address,Date_count,Total Volume,Vol by Direction,Ticket per 1000 AADT
323,5200 S CICERO AVE,29481,4/10/2014,4/27/2018,1479,19.93306288,41.7982842,-87.74345679999999,60638.0,1.0,500.0,5410 South Cicero Ave,2006-08-02T07:00:00.000Z,71200.0,North Bound: 37700 / South Bound: 33500,0.5599174966292135
324,5200 W FULLERTON AVENUE,5391,3/1/2014,4/27/2018,1519,3.549045425,41.9243963,-87.75688199999998,60639.0,2.0,500.0,5400 West Fullerton Ave,2006-08-17T07:00:00.000Z,37900.0,East Bound: 21300 / West Bound: 16600,0.1872847189973615
325,5200 W IRVING PARK ROA,7428,3/1/2014,4/27/2018,1519,4.89005925,41.953556,-87.757341,60641.0,1.0,500.0,5301 West Irving Park Rd,2006-08-24T07:00:00.000Z,34500.0,East Bound: 16800 / West Bound: 17700,0.2834816956521739
326,5200 W MADISON STREET,25318,3/1/2014,4/27/2018,1519,16.66754444,41.8803686,-87.7549568,60644.0,24.0,2000.0,4640 West Madison St,2006-10-12T07:00:00.000Z,24700.0,East Bound: 11200 / West Bound: 13500,1.3495987400809715
327,5232 N CENTRAL AVE,325,11/1/2017,4/27/2018,178,1.825842697,41.9763864,-87.76879679999998,60630.0,5.0,1000.0,5601 North Central Ave,2006-08-22T07:00:00.000Z,18800.0,North Bound: 9700 / South Bound: 9100,0.19423858478723402
328,5232 N MILWAUKEE AVE,1173,11/1/2017,4/27/2018,178,6.58988764,41.9751497,-87.76773730000002,60630.0,6.0,1000.0,4810 North Milwaukee Ave,2007-01-09T08:00:00.000Z,27600.0,North Bound: 11600 / South Bound: 16000,0.47752808985507245
329,5330 S COTTAGE GROVE,67399,3/1/2014,4/27/2018,1519,44.37063858,41.7980659,-87.6062968,60615.0,3.0,500.0,5325 South Cottage Grove Ave,2006-02-01T08:00:00.000Z,13700.0,North Bound: 7200 / South Bound: 6500,6.477465486131387
331,5400 S ARCHER AVE,9167,4/10/2014,4/27/2018,1479,6.1981068289999985,41.7987156,-87.7430053,60638.0,9.0,2000.0,5858 South Archer Ave,2006-09-12T07:00:00.000Z,28700.0,East Bound: 14300 / West Bound: 14400,0.4319238208362368
332,5420 S RACINE AVE,13083,4/23/2014,4/27/2018,1466,8.924283765,41.7953943,-87.6551653,60609.0,1.0,500.0,5235 South Racine Ave,2006-03-23T08:00:00.000Z,7700.0,North Bound: 3900 / South Bound: 3800,2.317995783116883
333,5428 S PULASKI,5999,3/24/2014,4/27/2018,1496,4.0100267380000005,41.794139,-87.72356599999998,60632.0,1.0,500.0,5231 South Pulaski Rd,2006-08-15T07:00:00.000Z,60400.0,North Bound: 33300 / South Bound: 27100,0.13278234231788083
334,5432 W LAWRENCE,7381,3/30/2014,4/27/2018,1490,4.953691275,41.96869279999999,-87.76459100000001,60630.0,2.0,500.0,5439 West Lawrence Ave,2006-08-24T07:00:00.000Z,20800.0,East Bound: 10500 / West Bound: 10300,0.47631646875
335,5433 S PULASKI,9828,3/24/2014,4/27/2018,1496,6.569518717,41.794326899999994,-87.72275400000001,60632.0,1.0,500.0,5231 South Pulaski Rd,2006-08-15T07:00:00.000Z,60400.0,North Bound: 33300 / South Bound: 27100,0.21753373235099338
336,5440 W GRAND,15547,3/3/2014,4/27/2018,1517,10.24851681,41.9180352,-87.7618723,60639.0,9.0,1000.0,5741 West Grand Ave,2006-10-23T07:00:00.000Z,21700.0,East Bound: 11700 / West Bound: 10000,0.9445637612903226
337,5446 W FULLERTON,20401,3/3/2014,4/27/2018,1517,13.44825313,41.9242243,-87.76297579999998,60639.0,3.0,500.0,5400 West Fullerton Ave,2006-08-17T07:00:00.000Z,37900.0,East Bound: 21300 / West Bound: 16600,0.7096703498680739
338,5454 W IRVING PARK,56017,3/1/2014,4/25/2018,1517,36.92617007,41.9532354,-87.76348039999998,60641.0,1.0,500.0,5301 West Irving Park Rd,2006-08-24T07:00:00.000Z,34500.0,East Bound: 16800 / West Bound: 17700,2.1406475402898546
339,5471 W HIGGINS,47206,3/30/2014,4/27/2018,1490,31.68187919,41.969148499999996,-87.76443189999998,60630.0,5.0,1000.0,5731 West Higgins Ave,2006-08-22T07:00:00.000Z,10200.0,East Bound: 5500 / West Bound: 4700,6.212133174509804
340,5500 S ASHLAND AVENUE,904,3/2/2014,3/5/2015,369,2.4498644990000003,41.793649200000004,-87.6646688,60636.0,2.0,500.0,5323 South Ashland Ave,2006-11-15T08:00:00.000Z,35500.0,North Bound: 17900 / South Bound: 17600,0.1380205351549296
341,5500 S KEDZIE AVENUE,2111,3/2/2014,4/27/2018,1518,1.390645586,41.7936312,-87.7037136,60629.0,2.0,500.0,5413 South Kedzie Ave,2006-08-10T07:00:00.000Z,24300.0,North Bound: 12500 / South Bound: 11800,0.11445642683127571
342,5500 S PULASKI,3714,3/1/2014,4/27/2018,1519,2.445029625,41.792885,-87.723486,60629.0,2.0,1000.0,5231 South Pulaski Rd,2006-08-15T07:00:00.000Z,60400.0,North Bound: 33300 / South Bound: 27100,0.08096124586092715
343,5500 S WENTWORTH AVEN,25217,3/1/2014,4/27/2018,1519,16.60105332,41.79427769999999,-87.6309388,60621.0,133.0,4000.0,6629 South Wentworth Ave,2006-03-07T08:00:00.000Z,7100.0,North Bound: 2800 / South Bound: 4300,4.676353047887324
344,5500 S WESTERN AVE,8820,3/3/2014,4/27/2018,1517,5.81410679,41.7920089,-87.6840802,60629.0,2.0,500.0,5420 South Western Blvd,2006-03-23T08:00:00.000Z,20100.0,North Bound: 10300 / South Bound: 9800,0.578518088557214
345,5509 W FULLERTON,21225,3/3/2014,4/27/2018,1517,13.99143045,41.923958,-87.76354920000001,60639.0,3.0,500.0,5400 West Fullerton Ave,2006-08-17T07:00:00.000Z,37900.0,East Bound: 21300 / West Bound: 16600,0.7383340606860158
346,5520 S WESTERN,31737,3/1/2014,4/27/2018,1519,20.89335089,41.791962,-87.68404249999998,60636.0,2.0,500.0,5420 South Western Blvd,2006-03-23T08:00:00.000Z,20100.0,North Bound: 10300 / South Bound: 9800,2.078940387064677
347,5529 S WESTERN,17828,3/1/2014,4/27/2018,1519,11.73666886,41.79392670000001,-87.68397379999998,60609.0,2.0,500.0,5420 South Western Blvd,2006-03-23T08:00:00.000Z,20100.0,North Bound: 10300 / South Bound: 9800,1.1678277472636818
348,5532 S KEDZIE AVE,3581,2/23/2015,4/27/2018,1160,3.0870689660000004,41.792882299999995,-87.7038556,60629.0,2.0,500.0,5413 South Kedzie Ave,2006-08-10T07:00:00.000Z,24300.0,North Bound: 12500 / South Bound: 11800,0.2540797502880659
349,5600 W ADDISON STREET,2469,3/1/2014,4/27/2018,1519,1.625411455,41.946091100000004,-87.76714240000001,60634.0,3.0,500.0,5434 West Addison Ave,2006-08-14T07:00:00.000Z,22900.0,East Bound: 11600 / West Bound: 11300,0.1419573323144105
350,5600 W BELMONT AVENUE,1876,3/1/2014,4/27/2018,1519,1.235023041,41.9387677,-87.76666329999998,60634.0,1.0,500.0,5532 West Belmont Ave,2006-10-16T07:00:00.000Z,23100.0,East Bound: 12500 / West Bound: 10600,0.10692840181818182
351,5600 W CHICAGO AVENUE,3369,3/1/2014,4/26/2018,1518,2.219367589,41.8951199,-87.76580140000002,60651.0,83.0,4000.0,3652 West Chicago Ave,2006-11-14T08:00:00.000Z,20000.0,East Bound: 10600 / West Bound: 9400,0.2219367589
352,5600 W DIVERSEY AVENUE,1526,3/1/2014,4/27/2018,1519,1.004608295,41.931271200000005,-87.76624819999998,60639.0,10.0,1000.0,5900 West Diversey Ave,2006-08-10T07:00:00.000Z,21800.0,East Bound: 11000 / West Bound: 10800,0.09216589862385322
353,5600 W FULLERTON AVENU,2573,3/1/2014,4/27/2018,1519,1.693877551,41.9244326,-87.766724,60639.0,4.0,500.0,5400 West Fullerton Ave,2006-08-17T07:00:00.000Z,37900.0,East Bound: 21300 / West Bound: 16600,0.0893866781530343
354,5600 W IRVING PARK ROAD,4200,3/2/2014,4/27/2018,1518,2.766798419,41.953604999999996,-87.7672237,60634.0,7.0,1000.0,5301 West Irving Park Rd,2006-08-24T07:00:00.000Z,34500.0,East Bound: 16800 / West Bound: 17700,0.1603941112463768
355,5600 W LAKE STREET,4889,3/1/2014,4/27/2018,1519,3.218564845,41.8877402,-87.7657871,60644.0,1.0,500.0,5838 West Lake St,2006-11-14T08:00:00.000Z,7100.0,East Bound: 3600 / West Bound: 3500,0.9066379845070422
356,5600 W MADISON STREET,1035,3/10/2014,3/4/2015,360,2.875,41.8807263,-87.7650676,60644.0,8.0,1000.0,5937 West Madison St,2006-12-13T08:00:00.000Z,13400.0,East Bound: 5500 / West Bound: 7900,0.4291044776119403
357,5616 W FOSTER AVE,765,11/1/2017,4/27/2018,178,4.297752809,41.9756814,-87.76901029999998,60630.0,6.0,1000.0,6058 West Foster Ave,2006-10-11T07:00:00.000Z,17300.0,East Bound: 9100 / West Bound: 8200,0.4968500357225434
358,57 E 95TH,7579,3/5/2014,4/27/2018,1515,5.002640264,41.7215093,-87.620065,60619.0,2.0,500.0,206 East 95th Street,2006-03-28T08:00:00.000Z,30400.0,East Bound: 16400 / West Bound: 14000,0.32912107
359,5700 S CORNELL DRIVE,4845,3/10/2014,3/5/2015,361,13.42105263,41.78624179999999,-87.58520859999999,60637.0,3.0,500.0,6100 South Cornell Dr,2006-10-26T07:00:00.000Z,43000.0,North Bound: 23100 / South Bound: 19900,0.6242350060465116
360,5739 N NORTHWEST HWY,9945,10/23/2014,4/27/2018,1283,7.751363991,41.9864283,-87.78799090000001,60631.0,1.0,500.0,5659 North Northwest Hwy,2006-08-22T07:00:00.000Z,9900.0,North Bound: 4900 / South Bound: 5000,1.5659321193939393
361,5816 W JACKSON,113250,3/1/2014,4/27/2018,1519,74.5556287,41.8770162,-87.7696756,60644.0,4.0,500.0,5862 West Jackson Blvd,2006-11-14T08:00:00.000Z,9800.0,East Bound: 4100 / West Bound: 5700,15.215434428571427
362,5885 N RIDGE AVE,43759,5/1/2014,4/27/2018,1458,30.01303155,41.98874620000001,-87.6683106,60660.0,1.0,500.0,5816 North Ridge Ave,2006-10-17T07:00:00.000Z,43100.0,North Bound: 20600 / South Bound: 22500,1.3927160812064967
363,5930 N CLARK STREET,12211,3/1/2014,4/27/2018,1519,8.038841343,41.9893866,-87.67023879999998,60660.0,2.0,500.0,6137 North Clark St,2006-08-24T07:00:00.000Z,32100.0,North Bound: 15500 / South Bound: 16600,0.5008623889719627
364,600 S CICERO AVENUE,6992,3/3/2014,4/27/2018,1517,4.609096902,41.87290309999999,-87.7452398,60644.0,2.0,500.0,815 South Cicero Ave,2006-10-26T07:00:00.000Z,35200.0,North Bound: 17800 / South Bound: 17400,0.2618805057954545
365,6000 N CALIFORNIA AVE,968,3/1/2014,4/26/2018,1518,0.637681159,41.990481200000005,-87.69939269999998,60659.0,2.0,500.0,5831 North California Ave,2006-08-23T07:00:00.000Z,11400.0,North Bound: 5400 / South Bound: 6000,0.11187388754385964
366,6000 N CICERO AVENUE,4818,3/1/2014,4/27/2018,1519,3.171823568,41.9904372,-87.7489939,60646.0,4.0,500.0,6240 North Cicero Ave,2006-08-08T07:00:00.000Z,21900.0,North Bound: 10800 / South Bound: 11100,0.28966425278538815
367,6000 N PULASKI ROAD,1467,3/1/2014,5/31/2017,1188,1.234848485,41.9902006,-87.72862049999998,60646.0,11.0,2000.0,5040 North Pulaski Rd,2006-10-18T07:00:00.000Z,24500.0,North Bound: 11900 / South Bound: 12600,0.10080395795918369
368,6000 N WESTERN AVE,5239,3/1/2014,4/27/2018,1519,3.448979592,41.990734,-87.69005489999998,60659.0,3.0,500.0,6071 North Western Ave,2006-08-22T07:00:00.000Z,34600.0,North Bound: 15900 / South Bound: 18700,0.1993629821965318
369,6000 W ADDISON STREET,2390,3/2/2014,4/26/2018,1517,1.575477917,41.9461066,-87.77692900000001,60634.0,2.0,500.0,6050 West Addison St,2006-11-07T08:00:00.000Z,24200.0,East Bound: 11800 / West Bound: 12400,0.13020478652892561
370,6000 W DIVERSEY AVENUE,4660,3/1/2014,4/26/2018,1518,3.069828722,41.9311753,-87.77605779999998,60634.0,4.0,500.0,5900 West Diversey Ave,2006-08-10T07:00:00.000Z,21800.0,East Bound: 11000 / West Bound: 10800,0.28163566256880734
371,6000 W IRVING PARK ROAD,2959,3/1/2014,4/27/2018,1519,1.9479921,41.953321700000004,-87.77702020000001,60634.0,2.0,500.0,5842 West Irving Park Rd,2006-08-24T07:00:00.000Z,35300.0,East Bound: 17000 / West Bound: 18300,0.11036782436260624
372,6125 N CICERO AVE,13780,4/30/2014,4/27/2018,1459,9.444825222999999,41.99220529999999,-87.747952,60646.0,2.0,500.0,6240 North Cicero Ave,2006-08-08T07:00:00.000Z,21900.0,North Bound: 10800 / South Bound: 11100,0.8625411162557076
373,62 E 95TH,16027,3/1/2014,4/27/2018,1519,10.55102041,41.7219799,-87.62135680000002,60619.0,2.0,500.0,206 East 95th Street,2006-03-28T08:00:00.000Z,30400.0,East Bound: 16400 / West Bound: 14000,0.6941460796052631
374,6200 N KIMBALL AVENUE,531,3/1/2014,3/5/2015,370,1.435135135,41.994026,-87.714512,60659.0,3.0,500.0,6067 North Kimball Ave,2006-08-15T07:00:00.000Z,15600.0,North Bound: 7500 / South Bound: 8100,0.18399168397435897
375,6200 N LINCOLN AVENUE,7303,3/1/2014,3/5/2015,370,19.73783784,41.994449700000004,-87.71460619999998,60659.0,3.0,500.0,6082 North Lincoln Ave,2006-08-15T07:00:00.000Z,35600.0,North Bound: 18100 / South Bound: 17500,1.1088672943820226
376,6226 W IRVING PARK RD,65222,6/9/2014,4/27/2018,1419,45.96335447,41.9532359,-87.782827,60634.0,2.0,500.0,6204 West Irving Park Rd,2006-08-24T07:00:00.000Z,31000.0,East Bound: 14300 / West Bound: 16700,2.9653777077419354
377,6247 W FULLERTON,21074,3/1/2014,4/27/2018,1519,13.87360105,41.9234653,-87.78243140000001,60639.0,4.0,500.0,6325 West Fullerton Ave,2006-08-17T07:00:00.000Z,30300.0,East Bound: 15000 / West Bound: 15300,0.9157492442244224
378,6250 W FULLERTON,21203,3/1/2014,4/27/2018,1519,13.95852535,41.92378000000001,-87.7818522,60639.0,4.0,500.0,6325 West Fullerton Ave,2006-08-17T07:00:00.000Z,30300.0,East Bound: 15000 / West Bound: 15300,0.921354808580858
379,628 N MICHIGAN AVE,1301,2/5/2018,4/27/2018,82,15.86585366,41.893497100000005,-87.624588,60611.0,15.0,500.0,646 North Michigan Ave,2006-10-25T07:00:00.000Z,42200.0,North Bound: 21200 / South Bound: 21000,0.7519361924170617
380,629 S STATE,18289,3/3/2014,4/27/2018,1517,12.05603164,41.873952,-87.62714199999998,60605.0,24.0,500.0,646 South State St,2006-09-19T07:00:00.000Z,31400.0,North Bound: 20200 / South Bound: 11200,0.7679001044585988
381,630 S STATE,10832,3/3/2014,4/27/2018,1517,7.140408701,41.8738709,-87.62784339999997,60605.0,27.0,500.0,646 South State St,2006-09-19T07:00:00.000Z,31400.0,North Bound: 20200 / South Bound: 11200,0.4548031019745223
382,6300 S ASHLAND AVE,1028,3/2/2014,3/5/2015,369,2.785907859,41.7793656,-87.664363,60636.0,4.0,500.0,6154 South Ashland Ave,2006-03-14T08:00:00.000Z,23500.0,North Bound: 11800 / South Bound: 11700,0.23709854119148938
383,6300 S DAMEN AVENUE,8554,3/1/2014,4/27/2018,1519,5.631336406,41.77907700000001,-87.67426400000001,60636.0,8.0,1000.0,6559 South Damen Ave,2006-10-11T07:00:00.000Z,21500.0,North Bound: 11600 / South Bound: 9900,0.5238452470697674
384,6300 S HALSTED STREET,1433,3/1/2014,3/5/2015,370,3.872972973,41.779517,-87.645139,60621.0,8.0,1000.0,6722 South Halsted St,2006-03-21T08:00:00.000Z,13500.0,North Bound: 7600 / South Bound: 5900,0.5737737737777778
385,6300 S KEDZIE AVE,1976,3/3/2014,4/24/2018,1514,1.305151915,41.7788311,-87.7031712,60629.0,2.0,500.0,6214 South Kedzie Ave,2006-08-10T07:00:00.000Z,24200.0,North Bound: 13100 / South Bound: 11100,0.10786379462809917
386,6300 S PULASKI RD,9329,3/1/2014,4/27/2018,1519,6.141540487,41.778567200000005,-87.72287089999998,60629.0,2.0,500.0,6224 South Pulaski Rd,2006-08-15T07:00:00.000Z,52300.0,North Bound: 27500 / South Bound: 24800,0.23485814481835565
387,6300 S STATE ST,7315,3/1/2014,4/27/2018,1519,4.815668203,41.779391100000005,-87.6265334,60621.0,2.0,500.0,6416 South State St,2006-05-02T07:00:00.000Z,19300.0,North Bound: 8800 / South Bound: 10500,0.4990329744041451
388,6300 S WESTERN AVE,2111,3/1/2014,4/27/2018,1519,1.389730086,41.7791778,-87.6837439,60629.0,9.0,1000.0,5921 South Western Ave,2006-10-31T08:00:00.000Z,41900.0,North Bound: 24800 / South Bound: 17100,0.06633556496420047
389,6330 S MARTIN LUTHER KING,14657,11/10/2014,4/27/2018,1265,11.58656126,41.7791416,-87.61602669999998,60637.0,36.0,2000.0,5450 South Dr Martin Luther King Jr Dr,2006-02-28T08:00:00.000Z,11800.0,North Bound: 5600 / South Bound: 6200,1.9638239423728816
390,6400 N CALIFORNIA AVE,2589,3/1/2014,4/22/2018,1514,1.71003963,41.997768799999996,-87.6998722,60645.0,1.0,500.0,6526 North California Ave,2006-08-23T07:00:00.000Z,11400.0,North Bound: 5600 / South Bound: 5800,0.30000695263157895
391,6400 N HARLEM AVE,1138,3/1/2014,3/5/2015,370,3.0756756760000004,41.9968638,-87.80747579999998,60631.0,2.0,500.0,6516 North Harlem Ave,2006-08-16T07:00:00.000Z,31800.0,North Bound: 15400 / South Bound: 16400,0.19343872176100632
392,6400 N MILWAUKEE AVEN,3790,3/1/2014,4/27/2018,1519,2.495062541,41.9974861,-87.78838999999998,60631.0,2.0,500.0,6333 North Milwaukee Ave,2006-08-15T07:00:00.000Z,26800.0,North Bound: 13300 / South Bound: 13500,0.18619869708955222
393,6400 N SHERIDAN ROAD,10970,3/3/2014,4/27/2018,1517,7.231377719,41.9984203,-87.66117690000002,60626.0,4.0,1000.0,6629 North Sheridan Rd,2006-08-24T07:00:00.000Z,41200.0,North Bound: 21100 / South Bound: 20100,0.35103775334951454
394,6400 N WESTERN AVENUE,4684,3/1/2014,4/27/2018,1519,3.083607637,41.9977289,-87.68995369999998,60645.0,4.0,1000.0,6071 North Western Ave,2006-08-22T07:00:00.000Z,34600.0,North Bound: 15900 / South Bound: 18700,0.1782432160115607
395,6400 W ARCHER AVE,4363,3/1/2014,3/5/2015,370,11.79189189,41.7923994,-87.78182319999998,60638.0,2.0,500.0,6607 West Archer Ave,2006-09-12T07:00:00.000Z,41600.0,East Bound: 21500 / West Bound: 20100,0.5669178793269232
396,6400 W DEVON AVENUE,6099,3/12/2014,4/27/2018,1508,4.044429708,41.9974815,-87.78829300000002,60631.0,2.0,500.0,6193 West Devon Ave,2006-08-15T07:00:00.000Z,33300.0,East Bound: 16700 / West Bound: 16600,0.24290869117117117
397,6400 W FOSTER,1649,3/18/2014,4/26/2018,1501,1.098600933,41.9756589,-87.78784809999998,60656.0,7.0,1000.0,6058 West Foster Ave,2006-10-11T07:00:00.000Z,17300.0,East Bound: 9100 / West Bound: 8200,0.1270058882080925
398,6400 W FULLERTON AVENU,11392,3/1/2014,4/27/2018,1519,7.499670836,41.9240638,-87.7857589,60707.0,3.0,500.0,6325 West Fullerton Ave,2006-08-17T07:00:00.000Z,30300.0,East Bound: 15000 / West Bound: 15300,0.4950277779537953
399,6400 W IRVING PK,6849,3/1/2014,4/27/2018,1519,4.508887426,41.9531503,-87.786872,60634.0,2.0,500.0,6204 West Irving Park Rd,2006-08-24T07:00:00.000Z,31000.0,East Bound: 14300 / West Bound: 16700,0.29089596296774195
400,6443 W BELMONT AVE,1534,4/23/2014,4/27/2018,1466,1.04638472,41.937968700000006,-87.78749499999998,60634.0,1.0,500.0,6257 West Belmont Ave,2006-10-16T07:00:00.000Z,24400.0,East Bound: 12900 / West Bound: 11500,0.0857692393442623
401,6510 W BRYN MAWR AVE,17770,10/20/2014,4/27/2018,1286,13.81804044,41.9836961,-87.79178590000001,60631.0,15.0,2000.0,5665 West Bryn Mawr Ave,2006-09-18T07:00:00.000Z,8900.0,East Bound: 3800 / West Bound: 5100,3.1051776269662925
402,6514 W BELMONT AVE,2383,4/23/2014,4/27/2018,1466,1.625511596,41.938481,-87.78918730000001,60634.0,1.0,500.0,6257 West Belmont Ave,2006-10-16T07:00:00.000Z,24400.0,East Bound: 12900 / West Bound: 11500,0.13323865540983607
403,6523 N WESTERN,62205,3/1/2014,4/27/2018,1519,40.95128374,41.999993200000006,-87.68952790000002,60645.0,3.0,1000.0,6071 North Western Ave,2006-08-22T07:00:00.000Z,34600.0,North Bound: 15900 / South Bound: 18700,2.367126227745665
404,6700 S CORNELL DRIVE,14319,3/3/2014,4/27/2018,1517,9.43902439,41.7747125,-87.5849824,60649.0,3.0,500.0,6350 South Cornell Dr,2006-08-24T07:00:00.000Z,47900.0,North Bound: 25800 / South Bound: 22100,0.39411375323590814
405,6700 S STONY ISLAND A,12290,3/1/2014,4/27/2018,1519,8.090849243,41.7725929,-87.58677879999998,60649.0,3.0,500.0,6840 South Stony Island Ave,2006-03-14T08:00:00.000Z,52500.0,North Bound: 24700 / South Bound: 27800,0.3082228283047619
406,6700 S WESTERN AVENUE,7666,3/2/2014,4/27/2018,1518,5.050065876000001,41.7719709,-87.6835069,60636.0,3.0,500.0,6642 South Western Ave,2006-03-23T08:00:00.000Z,39100.0,North Bound: 20500 / South Bound: 18600,0.2583153900767264
407,6800 N WESTERN AVENUE,2790,3/1/2014,3/5/2015,370,7.540540541,42.0053008,-87.6903827,60645.0,9.0,2000.0,6071 North Western Ave,2006-08-22T07:00:00.000Z,34600.0,North Bound: 15900 / South Bound: 18700,0.435869395433526
408,6800 W GRAND AVENUE,14543,3/1/2014,5/31/2017,1188,12.24158249,41.923901,-87.79554,60707.0,8.0,1000.0,7102 West Grand Ave,2006-11-15T08:00:00.000Z,19200.0,East Bound: 8900 / West Bound: 10300,1.2751648427083333
409,6818 S KEDZIE,62490,3/1/2014,4/27/2018,1519,41.13890718,41.76946040000001,-87.70298629999998,60629.0,1.0,500.0,6750 South Kedzie Ave,2006-10-11T07:00:00.000Z,26000.0,North Bound: 13800 / South Bound: 12200,3.164531321538461
410,6909 S KEDZIE,87249,3/1/2014,4/27/2018,1519,57.43844635,41.7680199,-87.702805,60629.0,2.0,500.0,6750 South Kedzie Ave,2006-10-11T07:00:00.000Z,26000.0,North Bound: 13800 / South Bound: 12200,4.418342026923077
411,7100 S ASHLAND,4566,3/1/2014,4/27/2018,1519,3.0059249510000003,41.7646441,-87.6641976,60636.0,2.0,500.0,7132 South Ashland Ave,2006-03-21T08:00:00.000Z,35000.0,North Bound: 16500 / South Bound: 18500,0.1717671400571429
412,7100 S COTTAGE GROVE,5618,3/1/2014,4/27/2018,1519,3.698485846,41.76560320000001,-87.60582009999999,60619.0,3.0,500.0,7150 South Cottage Grove Ave,2006-12-19T08:00:00.000Z,21400.0,North Bound: 9500 / South Bound: 11900,0.3456528828037383
413,7100 S KEDZIE AVENUE,4993,3/1/2014,4/27/2018,1519,3.2870309410000003,41.7641089,-87.70314359999998,60629.0,2.0,500.0,7153 South Kedzie Ave,2006-11-09T08:00:00.000Z,30200.0,North Bound: 15100 / South Bound: 15100,0.2176841682781457
414,7100 S WESTERN AVENUE,5545,3/6/2014,5/30/2017,1182,4.691201354,41.7645661,-87.68374969999998,60636.0,2.0,500.0,7234 South Western Ave,2006-03-23T08:00:00.000Z,40500.0,North Bound: 20300 / South Bound: 20200,0.23166426439506174
415,7200 N WESTERN AVENUE,3990,3/1/2014,4/27/2018,1519,2.626728111,42.0125898,-87.69053740000001,60645.0,25.0,4000.0,5232 North Western Ave,2006-08-15T07:00:00.000Z,34600.0,North Bound: 17000 / South Bound: 17600,0.15183399485549132
416,7200 W ADDISON,2300,3/1/2014,4/27/2018,1519,1.514154049,41.94555,-87.80750350000001,60634.0,2.0,500.0,7121 West Addison Ave,2006-08-14T07:00:00.000Z,20700.0,East Bound: 10400 / West Bound: 10300,0.14629507719806764
417,7200 W BELMONT AVE,5070,3/1/2014,4/27/2018,1519,3.337722186,41.9380203,-87.8068016,60634.0,2.0,500.0,7368 West Belmont Ave,2006-11-14T08:00:00.000Z,24100.0,East Bound: 12800 / West Bound: 11300,0.2769893930290457
418,732 N PULASKI RD,16855,5/7/2014,4/27/2018,1452,11.60812672,41.8940998,-87.72646040000001,60624.0,1.0,500.0,928 North Pulaski Rd,2006-10-04T07:00:00.000Z,23900.0,North Bound: 12400 / South Bound: 11500,0.9713913573221757
419,7422 S JEFFERY,19491,3/10/2014,4/27/2018,1510,12.90794702,41.759989700000006,-87.57644599999998,60649.0,3.0,500.0,7335 South Jeffery Blvd,2006-05-04T07:00:00.000Z,24300.0,North Bound: 11200 / South Bound: 13100,1.062382470781893
420,7432 W TOUHY AVENUE,4058,3/1/2014,4/27/2018,1519,2.671494404,42.011766200000004,-87.81284889999998,60631.0,1.0,500.0,7252 West Touhy Ave,2006-08-15T07:00:00.000Z,25200.0,East Bound: 13300 / West Bound: 11900,0.21202336539682543
421,7500 S STATE STREET,13541,3/1/2014,4/27/2018,1519,8.91441738,41.7575211,-87.62474089999998,60619.0,3.0,500.0,7539 South State St,2006-03-28T08:00:00.000Z,12500.0,North Bound: 12500 / / Oneway North Bound,1.4263067808
422,7518 S VINCENNES,22350,4/2/2014,4/27/2018,1487,15.03026227,41.757636,-87.631866,60620.0,3.0,500.0,7324 South Vincennes Ave,2006-10-04T07:00:00.000Z,24100.0,North Bound: 11100 / South Bound: 13000,1.2473246697095437
423,7600 S STONY ISLAND A,39517,3/4/2014,4/27/2018,1516,26.06662269,41.7564885,-87.58642350000002,60649.0,4.0,500.0,7531 South Stony Island Ave,2006-11-01T08:00:00.000Z,70900.0,North Bound: 36100 / South Bound: 34800,0.7353067049365303
424,7738 S WESTERN,18333,3/3/2014,4/27/2018,1517,12.08503626,41.752609299999996,-87.68317459999999,60620.0,1.0,500.0,7521 South Western Ave,2006-03-14T08:00:00.000Z,27300.0,North Bound: 14100 / South Bound: 13200,0.8853506417582419
425,7739 S WESTERN,25803,3/3/2014,4/27/2018,1517,17.00922874,41.752609,-87.68246490000001,60620.0,1.0,500.0,7521 South Western Ave,2006-03-14T08:00:00.000Z,27300.0,North Bound: 14100 / South Bound: 13200,1.2460973435897438
426,7826 S PULASKI,5986,3/31/2014,4/27/2018,1489,4.02014775,41.749461700000005,-87.72190649999999,60652.0,3.0,500.0,7825 South Pulaski Rd,2006-08-15T07:00:00.000Z,46600.0,North Bound: 22700 / South Bound: 23900,0.17253853004291844
427,7833 S PULASKI,25759,3/31/2014,4/27/2018,1489,17.29952989,41.7503189,-87.72147530000001,60652.0,3.0,500.0,7825 South Pulaski Rd,2006-08-15T07:00:00.000Z,46600.0,North Bound: 22700 / South Bound: 23900,0.7424690939914163
428,7900 S HALSTED STREET,5746,3/1/2014,4/27/2018,1519,3.78275181,41.7504718,-87.6449713,60620.0,7.0,1000.0,8357 South Halsted St,2006-10-04T07:00:00.000Z,29000.0,North Bound: 15100 / South Bound: 13900,0.2608794351724138
429,7900 S JEFFERY BOULEV,711,3/1/2014,3/5/2015,370,1.921621622,41.7514074,-87.57627420000001,60617.0,2.0,500.0,8121 South Jeffery Ave,2006-09-06T07:00:00.000Z,19500.0,North Bound: 9500 / South Bound: 10000,0.1970893971282051
